now crawling 本月风险企业关注类预警提示
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞东林针织品有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞日诚投资咨询有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞艾氏针织有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞亿丰服饰有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞创锐机械设备有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江亚细亚热控制科技有限公司汽车零部件研发中心'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴市普兰特泳池设备有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市卡尔文纺织品贸易有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴四季佳业贸易有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞印社'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市琪琳针纺服饰有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市新一羊毛衫有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市小越舜茂铸造厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴上虞东关张兴五金塑料厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市金点网络有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市越祥五金工艺制造有限公司朱家娄分公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴鼎松电源有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞汉森轴承有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞新兴炉料经营有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江江南铜管有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市星盛铜材有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市宇星铜材有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市舜威塑胶有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江坤宇管桩有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市虞良货物联运有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市星月电器厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴市上虞区毛氏轴承配件厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市蓝盛金属制品厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市崧厦新光网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市齐力电机电器厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市东关街道好心情网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市道墟广真网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴市上虞区广新商贸有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市乾林纺配五金厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市永和国华农机修理厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市永和顺达轴承厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市曹娥世纪网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市华信伞业有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市东关翔盛纺织器材厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市永和双良轴承厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市佳宏针织厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市青立电子电器有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市天成化工有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市华力树脂化工经营部'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市鑫鑫五金制品有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市嘉诚针织服装印花厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市方氏食品有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市柏恩锯业有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市祥宇电器配件厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市虞锋机械附件有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市东关顺达厨房配件厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市华众包装制品有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市东芳阀门有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市丰惠荣郑线厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市求是铜业有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴上虞东方明珠娱乐有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市兴达植物油脂厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市章镇华舜粮油制品厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市万里纺织有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江搏胜铝塑工业有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江贝纳通电源有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴上虞荣荣建材有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市丰惠宏元袜厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市称山风景名胜区服务部'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江尼可电器有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市银星包装箱厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市军华汽车修理厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市华基工贸有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市碧池桑拿有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞经济开发区新时空网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市崧厦镇煌中煌网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞经济开发区自由岛网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞诚龙休闲俱乐部有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市华亮制衣有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市崧厦镇欣心网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市宏舜不锈钢制品有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市安康拆迁有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市首佳房地产代理有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市金益宁拆迁有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市三信电器有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴市上虞区田野卫浴厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市海升物资有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市龙宝电器有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市茵宝莱休闲旅游用品有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江共享光电有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴市吉尼斯电器有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市百盛贸易有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市明峰机械配件厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市富华租赁有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市中太拆迁有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市致远画材有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市曹娥街道叶氏网络休闲会所'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市华汇运动服装厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市钢峰农业开发有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市崧厦标辉纸品厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市世杰服饰有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市经济开发区点点缘网络休闲中心'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴上虞金氏拆迁装饰工程有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市京津铝制品有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江圣通物流有限公司上虞分公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市有家网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市天怡针织服饰厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市章氏砖业有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞金英电器制造有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市崧厦镇连城网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市舜发包装有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市华凯印刷厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市经济开发区爱情故事美容美发广场'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴市新磊消防设备有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市光洋轴承批发部'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市飞峰冷冻制品有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市小越镇罗家铸件厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市崧厦镇华杰制伞厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江秦唐精密仪器制造有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市美佳线带厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市百官街道金元素网吧'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市江达包装制品厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市广发通风设备厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市汤浦飞龙服装绣花厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴利特电器有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市赛纳风冷机电贸易有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江子锐贸易有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市丰惠三爱冲件厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江鑫得进出口有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴上虞通联贸易有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '浙江华顺家居用品有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴盛杰风能科技有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市汤浦金牛托运部'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市永和镇丞吉轴承厂'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市安畅车辆服务有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '绍兴市上虞森态生猪养殖有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上海舜杰市政工程有限公司上虞分公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '因弄虚作假或查无下落列入经营异常名录'), ('entName', '上虞市力达工具有限公司'), ('name', '工商经营异常名录'), ('dtCreateDate', '2017-06-20')])
