now crawling 本月风险企业提示类预警提示
OrderedDict([('smy_dt', '2017-06-20'), ('content', '普通股东有变动'), ('entName', '浙江亚厦装饰股份有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区谢塘镇摩登理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市丰惠凯蕾大酒店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市章镇镇太极泥灸美容美体护肤中心'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道魅力香山美容院'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道绝色美发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道高心旅店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区丰惠镇秀客美容美发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道名古美发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市康利足浴休闲中心'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市小越镇彩虹洗浴休闲中心'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官虞佳广告经营部'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道千艺美发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道尚美理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道大卫理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道星期八宾馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区曹娥街道舜旺旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市王彩英日用品商店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道阿城理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市章镇镇美会理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道金江旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道独领理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区金黄朝娱乐会所'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道清秀佳人美容院'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道名都酒吧'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区永宁宾馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市温馨旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区东关街道潮人轩理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道永风洗浴中心'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区丰惠镇大园浴室'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道纤姿理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官依诺美容美发会所'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道菲之秀美容中心'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道日尚宫足浴店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区曹娥街道舜兴旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区曹娥街道雅兴旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道韩氏美容中心'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官吉祥足浴店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市盖北镇动感造型理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道金仪轩美容美体店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道安然美容美体养生馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区丰惠镇郑氏浴室'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市汤浦镇清水浴室'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区上浦雅贤旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道满堂女子美容院'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区梁湖镇再兴浴室'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道尚民品艺美业理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区章镇镇嘉艺美容店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市华福理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官城北晶都温泉浴场'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市小越镇艺手遮天理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区盖北镇锋仔理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市章镇圣天猕猴桃店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴上虞小越镇幸福宾馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道韩都美容养生会所'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道永红美容院'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道鼎丰旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴上虞曹娥街道甬江旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区曹娥街道虞中旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区曹娥街道好梦来家纺加盟店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市天浩手机店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市崧厦镇张健浴室'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道丝乐美发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道怡家茶楼'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道嘉叶茶馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区章镇镇阿文理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴上虞汤浦童装城大酒店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官雷欧宾馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区盖北镇子豪母婴生活馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市鸿虹宾馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道富和足浴中心'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道吕春洋食杂店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道长兴旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道美华足浴店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官中宇宾馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区崧厦镇阿永理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区崧厦镇东尼理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道任萍浴室'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区万丽汇娱乐会所'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区章镇镇绍兴大通超市湖景豪庭加盟店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道舜帝嶺客栈'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官如日宾馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区章镇伯钟烟花店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道康达浴场'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市祺轩日用品商行'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市巴士电玩城'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市虞合祥宾馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区上浦镇阿海理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市崧厦镇佳琪理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴上虞卿奔佳人美容养生馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市喜来乐足浴店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市谢塘镇嘉佰乐购物中心'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官自然养生足道馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官忆江南理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区东关街道月英理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市崧厦镇博艺理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市丰惠镇美婷美容美发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道英伦玫瑰美容店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区道墟镇偶像美发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道新康超市'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道唯康超市'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道开心猫食杂店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市崧厦镇张张副食品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道鸿泰卤味店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道浩威副食品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市小越镇千金宝贝母婴用品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市驿亭镇亲心购百货超市'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市上浦良缘糖果店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市小越镇缘源友谊地球村便利百货店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市丰惠镇汀汀副食品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市东关街道泽远食杂店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市丰惠镇岭下食品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道佳娥超市'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道志雄食品商店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道金童玉女母婴用品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市缘星文化用品商店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区曹娥街道金色年华理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市汤浦灵美发艺店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市万佳鑫食品商行'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市东关街道义强副食品经营部'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区卓越通信设备经营部'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官街道叶氏兄弟果品超市横街路店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官郭英源食品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区章镇镇湖景宾馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴上虞小越李土成副食品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区曹娥街道东鑫宾馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市崧厦镇轩辉超市'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市永和镇余晓宏美容美发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官玲炜食品商行'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市小越镇蜗牛小妹零食店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道王幼珍理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道阿斌理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市小越镇湘川百味副食品商行'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区汤浦铜童城理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道国邦酒类经营部'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区谢塘镇阿江理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道檀式美容馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴上虞小越镇百军理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市汤浦至尊名剪理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道茂琴食杂店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市婴之岛婴童生活馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市谢塘镇风云副食品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区下管镇家家福旅馆'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市小越镇魏佳峰牛肉经营部'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区百官芘艾丝理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区章镇金余副食品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市百官街道叶记食品店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴市上虞区盖北镇伊恋理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市曹娥街道生月食杂店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市章镇农贸市场莲芝豆制品摊'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '上虞市小越镇飞灵丝美发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '2017-06-20'), ('content', '许可证过期'), ('entName', '绍兴上虞谢塘镇阿都理发店'), ('name', '证照过期'), ('dtCreateDate', '2017-06-20')])
